episode_number,guest,title,title_topics,chapter_topics,all_topics
361,Aaron,Aaron Smith-Levin Scientology,Aaron Smith-Levin Scientology,Scientology; Your; Them; Hubbard; Auditing; Miscavige; Scientologists; Their; Organization; Information; Story; Needle; Doesn; Power; Sure,Aaron Smith-Levin Scientology; Scientology; Your; Them; Hubbard; Auditing; Miscavige; Scientologists; Their; Organization; Information; Story; Needle; Doesn; Power; Sure
362,Ginni,Ginni Rometty IBM CEO on Leadership Power and Adversity,Ginni Rometty IBM CEO on Leadership Power and Adversity,Your; Training; Guys; Jitsu; Pretty; Wrestling; Them; Stuff; Sure; Competition; Hard; Gonna; Nikki; Match; Best,Ginni Rometty IBM CEO on Leadership Power and Adversity; Your; Training; Guys; Jitsu; Pretty; Wrestling; Them; Stuff; Sure; Competition; Hard; Gonna; Nikki; Match; Best
363,B-Team,B-Team Jiu Jitsu Craig Jones Nicky Rod and Nicky Ryan,B-Team Jiu Jitsu Craig Jones Nicky Rod and Nicky Ryan,Your; Training; Guys; Jitsu; Pretty; Wrestling; Them; Stuff; Sure; Competition; Hard; Gonna; Nikki; Match; Best,B-Team Jiu Jitsu Craig Jones Nicky Rod and Nicky Ryan; Your; Training; Guys; Jitsu; Pretty; Wrestling; Them; Stuff; Sure; Competition; Hard; Gonna; Nikki; Match; Best
364,Chris,Chris Voss FBI Hostage Negotiator,Chris Voss FBI Hostage Negotiator,Your; Them; Negotiation; Their; Empathy; Somebody; Better; Gonna; Deal; Voice; Doesn; Together; Future; Guys; Love,Chris Voss FBI Hostage Negotiator; Your; Them; Negotiation; Their; Empathy; Somebody; Better; Gonna; Deal; Voice; Doesn; Together; Future; Guys; Love
365,Sam,Sam Harris Trump Pandemic Twitter Elon Bret IDW Kanye AI UFOs,Sam Harris Trump Pandemic Twitter Elon Bret IDW Kanye AI UFOs,Your; Twitter; Their; Trump; Didn; Them; Someone; Reason; Doesn; Wrong; Certain; Moment; Possible; Public; Given,Sam Harris Trump Pandemic Twitter Elon Bret IDW Kanye AI UFOs; Your; Twitter; Their; Trump; Didn; Them; Someone; Reason; Doesn; Wrong; Certain; Moment; Possible; Public; Given
366,Shannon,Shannon Curry Johnny Depp Amber Heard Trial Marriage Dating Love,Shannon Curry Johnny Depp Amber Heard Trial Marriage Dating Love,Your; Their; Partner; Them; Love; Personality; Disorder; Relationship; Somebody; Couples; Relationships; Questions; Research; Based; Forensic,Shannon Curry Johnny Depp Amber Heard Trial Marriage Dating Love; Your; Their; Partner; Them; Love; Personality; Disorder; Relationship; Somebody; Couples; Relationships; Questions; Research; Based; Forensic
367,Sam,Sam Altman OpenAI CEO on GPT-4 ChatGPT and the Future of AI,Sam Altman OpenAI CEO on GPT-4 ChatGPT and the Future of AI,Better; Open; System; Model; Them; Stuff; Super; Whatever; Sure; Data; Humans; Process; Hard; Twitter; Pressure,Sam Altman OpenAI CEO on GPT-4 ChatGPT and the Future of AI; Better; Open; System; Model; Them; Stuff; Super; Whatever; Sure; Data; Humans; Process; Hard; Twitter; Pressure
368,Eliezer,Eliezer Yudkowsky Dangers of AI and the End of Human Civilization,Eliezer Yudkowsky Dangers of AI and the End of Human Civilization,Your; Humans; Intelligence; Them; Wrong; System; Systems; Aliens; Their; Alignment; Enough; Smarter; Doesn; Stuff; Hard,Eliezer Yudkowsky Dangers of AI and the End of Human Civilization; Your; Humans; Intelligence; Them; Wrong; System; Systems; Aliens; Their; Alignment; Enough; Smarter; Doesn; Stuff; Hard
369,Paul,Paul Rosolie Amazon Jungle Uncontacted Tribes Anacondas and Ayahuasca,Paul Rosolie Amazon Jungle Uncontacted Tribes Anacondas and Ayahuasca,Amazon; Them; Your; Jungle; Gonna; Love; Goes; Earth; Their; River; Animals; Snake; Around; Stuff; Anaconda,Paul Rosolie Amazon Jungle Uncontacted Tribes Anacondas and Ayahuasca; Amazon; Them; Your; Jungle; Gonna; Love; Goes; Earth; Their; River; Animals; Snake; Around; Stuff; Anaconda
370,Edward Frenkel Reality is a Paradox,Edward Frenkel Reality is a Paradox - Mathematics Physics Truth Love,Edward Frenkel Reality is a Paradox - Mathematics Physics Truth Love,Mathematics; Love; Theory; Your; Them; Numbers; Instance; Physics; Mathematician; Doesn; Mathematical; Experience; Mathematicians; Beautiful; Plus,Edward Frenkel Reality is a Paradox - Mathematics Physics Truth Love; Mathematics; Love; Theory; Your; Them; Numbers; Instance; Physics; Mathematician; Doesn; Mathematical; Experience; Mathematicians; Beautiful; Plus
371,Max Tegmark,Max Tegmark - The Case for Halting AI Development,Max Tegmark - The Case for Halting AI Development,Your; Intelligence; Gonna; Build; Them; Better; Intelligent; Universe; Goals; Consciousness; Future; Machines; Processing; Conscious; Information,Max Tegmark - The Case for Halting AI Development; Your; Intelligence; Gonna; Build; Them; Better; Intelligent; Universe; Goals; Consciousness; Future; Machines; Processing; Conscious; Information
372,Simone,Simone Giertz Queen of Shtty Robots Innovative Engineering and Design,Simone Giertz Queen of Shtty Robots Innovative Engineering and Design,Amazon; Facebook; Your; Companies; Book; Google; Them; Their; Silicon; Valley; Everybody; Ideas; Social; Individual; Network,Simone Giertz Queen of Shtty Robots Innovative Engineering and Design; Amazon; Facebook; Your; Companies; Book; Google; Them; Their; Silicon; Valley; Everybody; Ideas; Social; Individual; Network
373,Manolis Kellis,Manolis Kellis - Evolution of Human Civilization and Superintelligent AI,Manolis Kellis - Evolution of Human Civilization and Superintelligent AI,Your; Love; Earth; Next; Beautiful; Their; Humans; Them; Whole; Gene; Race; Self; Form; Level; Happy,Manolis Kellis - Evolution of Human Civilization and Superintelligent AI; Your; Love; Earth; Next; Beautiful; Their; Humans; Them; Whole; Gene; Race; Self; Form; Level; Happy
374,Robert,Robert Playter Boston Dynamics CEO on Humanoid and Legged Robotics,Robert Playter Boston Dynamics CEO on Humanoid and Legged Robotics,Robot; Robots; Your; Hard; Build; Them; Around; Dynamics; Machine; Boston; Robotics; Atlas; Company; Didn; Built,Robert Playter Boston Dynamics CEO on Humanoid and Legged Robotics; Robot; Robots; Your; Hard; Build; Them; Around; Dynamics; Machine; Boston; Robotics; Atlas; Company; Didn; Built
375,David,David Pakman Politics of Trump Biden Bernie AOC Socialism Wokeism,David Pakman Politics of Trump Biden Bernie AOC Socialism Wokeism,Trump; Biden; Stuff; Your; Them; Didn; Audience; Degree; Political; Twitter; Sure; Whatever; Politics; Doesn; Issues,David Pakman Politics of Trump Biden Bernie AOC Socialism Wokeism; Trump; Biden; Stuff; Your; Them; Didn; Audience; Degree; Political; Twitter; Sure; Whatever; Politics; Doesn; Issues
376,Stephen Wolfram,"Stephen Wolfram - ChatGPT and the Nature of Truth, Reality & Computation",Stephen Wolfram - ChatGPT and the Nature of Truth; Reality; Computation,Universe; Computation; Computational; Language; Physics; Speak; Rule; Rules; Science; Your; Kinds; Simple; Stuff; Them; Possible,Stephen Wolfram - ChatGPT and the Nature of Truth; Reality; Computation; Universe; Computation; Computational; Language; Physics; Speak; Rule; Rules; Science; Your; Kinds; Simple; Stuff; Them; Possible
377,Harvey,Harvey Silverglate Freedom of Speech,Harvey Silverglate Freedom of Speech,Speech; Harvard; University; Free; Freedom; Them; Their; Your; School; Court; Universities; Ideas; Somebody; Correct; Money,Harvey Silverglate Freedom of Speech; Speech; Harvard; University; Free; Freedom; Them; Their; Your; School; Court; Universities; Ideas; Somebody; Correct; Money
378,Anna,Anna Frebel Origin and Evolution of the Universe Galaxies and Stars,Anna Frebel Origin and Evolution of the Universe Galaxies and Stars,Speech; Harvard; University; Free; Freedom; Them; Their; Your; School; Court; Universities; Ideas; Somebody; Correct; Money,Anna Frebel Origin and Evolution of the Universe Galaxies and Stars; Speech; Harvard; University; Free; Freedom; Them; Their; Your; School; Court; Universities; Ideas; Somebody; Correct; Money
379,Randall Kennedy The N-Word,Randall Kennedy The N-Word - History of Race Law Politics and Power,Randall Kennedy The N-Word - History of Race Law Politics and Power,Word; Black; Police; White; Your; Book; Action; Race; Affirmative; Their; States; American; United; Racial; Harvard,Randall Kennedy The N-Word - History of Race Law Politics and Power; Word; Black; Police; White; Your; Book; Action; Race; Affirmative; Their; States; American; United; Racial; Harvard
380,Neil,Neil Gershenfeld Self-Replicating Robots and the Future of Fabrication,Neil Gershenfeld Self-Replicating Robots and the Future of Fabrication,Computer; Them; Computing; Quantum; Digital; Machine; Robots; Parts; Build; Information; Machines; Your; Computation; Self; Create,Neil Gershenfeld Self-Replicating Robots and the Future of Fabrication; Computer; Them; Computing; Quantum; Digital; Machine; Robots; Parts; Build; Information; Machines; Your; Computation; Self; Create
381,Chris Lattner,Chris Lattner - Future of Programming and AI,Chris Lattner - Future of Programming and AI,Compiler; Code; Swift; Language; Hardware; Python; Compilers; Software; Machine; Hard; Learning; Your; Llvm; Apple; Objective,Chris Lattner - Future of Programming and AI; Compiler; Code; Swift; Language; Hardware; Python; Compilers; Software; Machine; Hard; Learning; Your; Llvm; Apple; Objective
382,Bert,Bert Kreischer Comedy Drinking Rogan Segura Churchill Kim Jong Un,Bert Kreischer Comedy Drinking Rogan Segura Churchill Kim Jong Un,Fucking; Love; Your; Fuck; Goes; Gonna; Them; Didn; Drink; Ever; Night; Someone; Drinking; Guys; Tour,Bert Kreischer Comedy Drinking Rogan Segura Churchill Kim Jong Un; Fucking; Love; Your; Fuck; Goes; Gonna; Them; Didn; Drink; Ever; Night; Someone; Drinking; Guys; Tour
383,Mark,Mark Zuckerberg Future of AI at Meta Facebook Instagram and WhatsApp,Mark Zuckerberg Future of AI at Meta Facebook Instagram and WhatsApp,Your; Them; Stuff; Around; Open; Company; Intelligence; Their; Models; Pretty; Super; Building; Language; Possible; Questions,Mark Zuckerberg Future of AI at Meta Facebook Instagram and WhatsApp; Your; Them; Stuff; Around; Open; Company; Intelligence; Their; Models; Pretty; Super; Building; Language; Possible; Questions
384,Matthew,Matthew McConaughey Freedom Truth Family Hardship and Love,Matthew McConaughey Freedom Truth Family Hardship and Love,Your; Love; Nbsp; Didn; Myself; Admit; Them; Dream; Thought; Humans; Trust; Stuff; Yourself; Others; Family,Matthew McConaughey Freedom Truth Family Hardship and Love; Your; Love; Nbsp; Didn; Myself; Admit; Them; Dream; Thought; Humans; Trust; Stuff; Yourself; Others; Family
386,Marc,Marc Andreessen Future of the Internet Technology and AI,Marc Andreessen Future of the Internet Technology and AI,Your; Them; Their; Stuff; Internet; Possible; Better; Content; Companies; Models; Technology; Data; Browser; Open; Source,Marc Andreessen Future of the Internet Technology and AI; Your; Them; Their; Stuff; Internet; Possible; Better; Content; Companies; Models; Technology; Data; Browser; Open; Source
478,Scott,Scott Horton The Case Against War and the Military Industrial Complex,Scott Horton The Case Against War and the Military Industrial Complex,Them; Their; Iraq; Iran; Israel; America; Laden; Bush; American; Guys; Your; Whatever; Says; Course; Didn,Scott Horton The Case Against War and the Military Industrial Complex; Them; Their; Iraq; Iran; Israel; America; Laden; Bush; American; Guys; Your; Whatever; Says; Course; Didn
